,text
487,"['fifa', 'khel', 'rahay', 'ho']"
488,"['saare', 'chutiye', 'sl', 'vs', 'australia', 'aur', 'nz', 'vs', 'eng', 'dekhne', 'mai', 'lage', 'hai', 'ye', 'wahi', 'log', 'hai', 'jo', 'fifa', 'world', 'cup', 'aane', 'par', 'puchte', 'hai', 'india', 'kyu', 'nahi', 'khel', 'raha']"
489,"['neves', 'bhi', 'chaiye', 'aur', 'bernando', 'silva', 'bhi', 'chaiyefifa', 'ye', 'log', 'khel', 'rahe', 'hai', 'yahanaur', 'debt', 'toh', 'kuch', 'hai', 'hi', 'nahilmao']"
490,"['bhai', 'fifa', 'thodi', 'khel', 'rahe', 'hai']"
491,"['bsdk', 'indian', 'team', 'toh', 'ase', 'bhi', 'nhi', 'khel', 'rha', 'fifa', 'tmhara', 'boycott', 'krne', 'sae', 'fifa', 'thodi', 'ruk', 'jayega']"
492,"['gta', 'v', 'to', 'ho', 'gya', 'but', 'asli', 'jaan', 'to', 'mere', 'liye', 'ye', 'hai', 'hum', 'football', 'ka', 'fan', 'hai', 'sahab', 'fifa', 'ke', 'bina', 'nahi', 'ji', 'sakte', 'abhi', 'hi', 'khel', 'rha', 'hu', 'kiuki', 'kharidne', 'ka', 'paisa', 'nahi', 'hai', 'k', 'lagega', 'to', 'purchase']"
493,"['bhai', 'india', 'thodi', 'khel', 'rhe', 'fifa', 'voh', 'phle', 'se', 'boycott', 'ho', 'gye', 'hai']"
494,"['banda', 'real', 'life', 'me', 'fifa', 'ka', 'professional', 'difficulty', 'wala', 'game', 'khel', 'raha', 'hai']"
496,"['football', 'ka', 'yeh', 'haal', 'hai', 'pakistan', 'mein', 'ke', 'aap', 'career', 'ke', 'tor', 'pe', 'choose', 'nahi', 'kar', 'sakte', 'kiu', 'aap', 'na', 'kuch', 'khaas', 'kamaa', 'paou', 'gay', 'aur', 'mushkil', 'se', 'koi', 'international', 'match', 'khel', 'paou', 'gay', 'fifa', 'ban', 'ki', 'wajah', 'se', 'aur', 'iss', 'liye', 'aap', 'ko', 'apni', 'family', 'tak', 'unrealistic', 'aur', 'immature', 'kahay', 'gey']"
497,"['adidas', 'factory', 'is', 'in', 'pakistan', 'and', 'it', 'is', 'the', 'ball', 'sponsor', 'as', 'last', 'time', 'it', 'is', 'not', 'the', 'first', 'time', 'that', 'fifa', 'soccer', 'ball', 'is', 'made', 'in', 'pakistan', 'chalo', 'kabi', 'khel', 'nhi', 'paaye', 'par', 'ball', 'to', 'dedi']"
498,"['han', 'wasay', 'e', 'figured', 'kia', 'hai', 'jasay', 'pubg', 'or', 'fifa', 'khelny', 'walo', 'ko', 'lagta', 'k', 'wo', 'reality', 'main', 'be', 'assay', 'hi', 'khel', 'saqty']"
499,"['gk', 'ke', 'saath', 'catch', 'catch', 'khel', 'raha', 'tha', 'fifa', 'arena', 'jaise']"
500,"['apny', 'career', 'ke', 'l', 'lagaty', 'huye', 'mei', 'fifa', 'mei', 'career', 'mode', 'khel', 'raha', 'hu']"
501,"['ya', 'mis', 'que', 'sec', 'et', 'il', 'dit', 'que', 'la', 'video', 'dure', 'plus', 'de', 'minutes', 'je', 'penses', 'yest', 'entrain', 'de', 'faire', 'plus', 'pression', 'a', 'la', 'fifa', 'le', 'khel', 'est', 'suppos', 'tre', 'le', 'cousin', 'de', 'gassakhra', 'il', 'est', 'vraiment', 'entrain', 'de', 'tous', 'balancer']"
502,"['haan', 'jab', 'raat', 'baje', 'khuli', 'thi', 'adalat', 'tab', 'to', 'fifa', 'khel', 'rahe', 'the', 'kia', 'chaploosi', 'aadmi', 'hai', 'yaar', 'tu']"
503,"['and', 'for', 'some', 'reason', 'hate', 'when', 'theyre', 'called', 'bteam', 'of', 'your', 'candidate', 'as', 'cm', 'for', 'is', 'joining', 'bjp', 'what', 'kind', 'of', 'party', 'is', 'this', 'haar', 'gaye', 'toh', 'party', 'badal', 'lenge', 'abe', 'khel', 'rahe', 'ho', 'kya', 'ps', 'mei', 'fking', 'sellouts']"
504,"['fifa', 'khel', 'raha', 'hai']"
505,"['there', 'are', 'three', 'possibilities', 'to', 'counter', 'this', 'valo', 'khel', 'le', 'fifa', 'me', 'barca', 'leke', 'madrid', 'ko', 'harao', 'best', 'soja']"
506,"['enough', 'time', 'to', 'be', 'able', 'to', 'enjoy', 'it', 'with', 'my', 'friends', 'if', 'that', 'shit', 'aint', 'true', 'aap', 'bhe', 'khel', 'lo', 'pls', 'humaaray', 'saath', 'fifa']"
507,"['ghnta', 'fifa', 'khel', 'li', 'hai', 'ab', 'ice', 'bath', 'lene', 'ka', 'soch', 'rha', 'hn']"
508,"['mins', 'ke', 'match', 'me', 'scored', 'goals', 'agar', 'mein', 'brazil', 'ne', 'birth', 'leta', 'toh', 'aabhi', 'tak', 'under', 'fifa', 'world', 'cup', 'khel', 'raha', 'hota']"
509,"['sari', 'raat', 'fifa', 'khel', 'k', 'exam', 'diya', 'aur', 'number', 'se', 'highest', 'marks', 'se', 'reh', 'gya', 'im', 'way', 'too', 'genius', 'for', 'this', 'world']"
510,"['mein', 'bhi', 'aise', 'hi', 'sochke', 'gaya', 'tha', 'grad', 'school', 'mere', 'alawa', 'baaki', 'sab', 'padhai', 'aur', 'internships', 'kar', 'rahe', 'the', 'bas', 'mein', 'hi', 'akele', 'poora', 'summer', 'fifa', 'khel', 'raha', 'tha']"
511,"['zaida', 'fifa', 'khel', 'li', 'hai', 'tumne']"
512,"['not', 'doing', 'any', 'physical', 'exercise', 'ghar', 'par', 'bethe', 'rehna', 'is', 'the', 'reason', 'i', 'think', 'because', 'bahaar', 'footballcricket', 'khelne', 'ke', 'bajaaye', 'ghar', 'mai', 'wcc', 'fifa', 'khel', 'rahe', 'h']"
513,"['football', 'jesa', 'boring', 'game', 'dekhne', 'se', 'behtar', 'aap', 'fifa', 'khel', 'lijiye', 'ps', 'par']"
514,"['biggest', 'legacy', 'for', 'us', 'will', 'be', 'leaving', 'a', 'footballing', 'culture', 'in', 'the', 'country', 'nandini', 'arora', 'khel', 'now', 'speaks', 'to', 'the', 'project', 'director', 'of', 'fifa', 'u', 'women', 'world', 'cup', 'loc', 'read']"
515,"['shohar', 'hota', 'to', 'abi', 'parhayi', 'ki', 'jaga', 'fifa', 'khel', 'rhy', 'hoty', 'sath']"
516,"['kvin', 'de', 'barada', 'tchey', 'fifa', 'yakh', 'na', 'sama', 'khel']"
517,"['fifa', 'khel', 'raha', 'tha', 'bta', 'ker', 'gaya', 'tha']"
518,"['mujhe', 'nahi', 'lagta', 'shahbaz', 'shareef', 'ki', 'government', 'mein', 'main', 'fifa', 'khel', 'paon']"
519,"['kismet', 'ka', 'khel', 'hai', 'sara']"
520,"['khair', 'agar', 'light', 'aa', 'rahi', 'hoti', 'to', 'fifa', 'hi', 'khel', 'letey']"
521,"['aisa', 'lagg', 'raha', 'hai', 'fifa', 'khel', 'rahe', 'hai', 'itnw', 'saree', 'goals']"
522,"['mere', 'parents', 'keh', 'liya', 'har', 'game', 'pubg', 'hai', 'kuch', 'din', 'phle', 'fifa', 'khel', 'raha', 'tha', 'mom', 'boli', 'kitna', 'pubg', 'khelega']"
523,"['khel', 'lete', 'hein', 'apan', 'zaruri', 'nahi', 'h', 'ki', 'bhai', 'sirf', 'k', 'sath', 'hi', 'khelega']"
524,"['hahaha', 'khel', 'ki', 'hui', 'meine', 'miles', 'morales', 'bohat', 'pehlay', 'ki', 'horizon', 'achi', 'hai', 'fifa', 'chahiye', 'mera', 'account', 'laylay', 'primary', 'krkay', 'games', 'download', 'krlo', 'tumhein', 'pata', 'chalay', 'addiction', 'kia', 'hoti', 'hai', 'asal']"
525,"['or', 'aisa', 'constitution', 'ka', 'koi', 'role', 'nahi', 'fifa', 'ke', 'rule', 'ke', 'acc', 'oci', 'pio', 'card', 'holders', 'bhi', 'khel', 'sakte', 'hai', 'ate', 'or', 'poore', 'team', 'ki', 'jagah', 'hame', 'ocipio', 'ko', 'national', 'team', 'me', 'leke', 'khelna', 'chaye', 'jisse', 'balance', 'bhi', 'bana', 'rahe', 'or', 'team', 'bhi', 'improve', 'ho']"
526,"['holdddd', 'happus', 'ke', 'chode', 'jaake', 'fifa', 'hi', 'khel', 'tu']"
528,"['cest', 'bien', 'a', 'bro', 'li', 'ame', 'ni', 'cest', 'simple', 'deviner', 'quand', 'jai', 'vu', 'que', 'le', 'prsident', 'de', 'la', 'fifa', 'avait', 'dmnag', 'au', 'qatar', 'sama', 'khel', 'sila', 'niaw', 'si', 'lepp']"
529,"['desi', 'log', 'aur', 'kaise', 'hi', 'support', 'karte', 'hai', 'fifa', 'khel', 'liya', 'koi', 'tv', 'mein', 'ad', 'dekh', 'liya', 'eenie', 'meenie', 'kar', 'liya', 'ya', 'peer', 'pressure', 'wikipedia', 'par', 'club', 'history', 'kaun', 'dekhta', 'hai', 'jab', 'yeh', 'log', 'england', 'jayenge', 'aur', 'inko', 'plastic', 'bolenge', 'native', 'fans', 'tab', 'maza', 'aayega']"
530,"['relieve', 'stress', 'una', 'wrong', 'place', 'pal', 'jaake', 'fifa', 'khel']"
531,"['jo', 'khel', 'rahe', 'hai', 'unhe', 'khelne', 'do', 'yaar', 'going', 'to', 'get', 'audience', 'to', 'prep', 'for', 'jee', 'as', 'well']"
532,"['byjus', 'duniya', 'ke', 'sabse', 'bade', 'khel', 'ko', 'ayojit', 'kar', 'raha', 'haimujhe', 'to', 'vishvash', 'hi', 'nahi', 'ho', 'raha', 'tha', 'ki', 'bharat', 'ka', 'brand', 'fifa', 'ko', 'paryojit', 'kar', 'raha', 'hai']"
534,"['wtf', 'ye', 'bhaisaab', 'toh', 'alag', 'hi', 'tangent', 'pr', 'baj', 'rahe', 'hai', 'title', 'padhne', 'ke', 'baad', 'the', 'user', 'is', 'ligit', 'dead', 'question', 'hai', 'ek', 'lekin', 'ye', 'fooz', 'wala', 'fifa', 'khel', 'gaya', 'kya']"
535,"['fifa', 'khel', 'rha', 'tha', 'hehe']"
536,"['fifa', 'he', 'khel', 'leta', 'hun', 'koi', 'baat', 'krne', 'k', 'liye', 'toh', 'hai', 'nahi']"
537,"['bro', 'pes', 'khel', 'football', 'game', 'hai', 'tuza', 'pehele', 'din', 'pasand', 'nahi', 'ayega', 'but', 'day', 'se', 'tu', 'usmehi', 'ghusa', 'rahega', 'aur', 'uss', 'game', 'ke', 'jyada', 'streams', 'nahi', 'hai', 'tu', 'kerga', 'to', 'bohot', 'achha', 'lagela', 'mai', 'ye', 'to', 'bol', 'sakta', 'hu', 'ki', 'fifa', 'se', 'bohot', 'achha', 'hai', 'chaiye', 'to', 'mera', 'account', 'lele', 'khelne', 'ke', 'liye', 'pls', 'try']"
538,"['mein', 'fifa', 'khel', 'raha', 'tha', 'pooray', 'din', 'doston', 'kay', 'saath']"
539,"['to', 'india', 'fifa', 'wc', 'me', 'kyun', 'nahi', 'khelta', 'agar', 'koi', 'bhi', 'khel', 'sakta', 'hai', 'to']"
540,"['bro', 'fifa', 'khel', 'rha', 'ho', 'kai', 'rm', 'th']"
541,"['bhaisaab', 'subah', 'se', 'shaam', 'ho', 'gayi', 'par', 'rona', 'khatm', 'nahi', 'hua', 'liverpool', 'kal', 'waise', 'hi', 'kheli', 'jaise', 'ek', 'advantage', 'wali', 'team', 'jo', 'ki', 'cups', 'chase', 'kar', 'rahi', 'ho', 'ko', 'khelna', 'chahiye', 'quadruple', 'bhi', 'chahiye', 'aur', 'har', 'match', 'mein', 'barca', 'remontada', 'bhi', 'nahi', 'ho', 'payega', 'jaake', 'fifa', 'khel', 'lo']"
542,"['fir', 'fifa', 'khel', 'le', 'aur', 'kya', 'karenge', 'atleast', 'tera', 'to', 'class', 'nahi', 'hai', 'kal']"
543,"['koi', 'fifa', 'khel', 'le', 'aake', 'im', 'tired', 'of', 'beating', 'this', 'online', 'people', 'meh', 'controller', 'lete', 'aana', 'i', 'only', 'have', 'the', 'one']"
544,"['shah', 'rukh', 'khan', 'is', 'just', 'more', 'than', 'that', 'person', 'who', 'we', 'have', 'seen', 'in', 'movies', 'his', 'interviews', 'were', 'the', 'og', 'motivational', 'speeches', 'much', 'before', 'motivational', 'influence', 'was', 'popular', 'in', 'india', 'also', 'please', 'ke', 'saath', 'fifa', 'khel', 'so', 'sir']"
545,"['ground', 'pe', 'fifa', 'khel', 'jaake', 'zaada', 'kaam', 'aega']"
546,"['sir', 'mere', 'saath', 'fifa', 'khel', 'lo', 'please']"
547,"['ps', 'mein', 'fifa', 'khel', 'lega', 'putin']"
548,"['ok', 'sori', 'waliullah', 'sirjime', 'sone', 'jaa', 'raha', 'hu', 'ab', 'tu', 'shanti', 'pe', 'fifa', 'khel', 'le', 'l']"
549,"['fifa', 'khel', 'ke', 'khatm', 'karo']"
550,"['khel', 'parece', 'que', 'se', 'vio', 'un', 'vdeo', 'de', 'los', 'jugadores', 'que', 'acaban', 'contrato', 'en', 'la', 'primera', 'temporada', 'de', 'fifa']"
551,"['bc', 'isse', 'acha', 'fifa', 'khel', 'leta']"
552,"['shaadi', 'mein', 'akele', 'baith', 'kar', 'fifa', 'khel', 'rahe', 'hain', 'bhai', 'sahab']"
553,"['bola', 'na', 'khel', 'dota', 'ya', 'fifa', 'mat', 'utar', 'poth', 'idhar', 'logo', 'ko']"
554,"['youll', 'have', 'plenty', 'of', 'time', 'to', 'practice', 'football', 'after', 'th', 'march', 'fir', 'chahe', 'fifa', 'khel', 'aana']"
555,"['bhai', 'aap', 'abtak', 'fifa', 'q', 'khel', 'rahe', 'ho']"
556,"['mainy', 'bhi', 'pura', 'fifa', 'dekha', 'tha', 'haramkhor', 'mujhe', 'hi', 'khel', 'k', 'chala', 'gaya']"
557,"['ye', 'tum', 'jese', 'jahilo', 'k', 'liye', 'el', 'jawab', 'hai', 'k', 'hijab', 'me', 'football', 'b', 'khel', 'skte', 'h', 'hr', 'koi', 'fifa', 'me', 'nh', 'phch', 'jata', 'or', 'na', 'hr', 'koi', 'fifa', 'k', 'liye', 'khelta', 'h', 'narrow', 'mindeset']"
558,"['tumhe', 'pata', 'nhi', 'hai', 'pahle', 'jankari', 'rakho', 'hijab', 'pahanke', 'fifa', 'world', 'khel', 'sakti', 'hai']"
559,"['bilkul', 'fifa', 'world', 'cup', 'mein', 'japan', 'kar', 'world', 'cup', 'khel', 'sakti', 'hai']"
560,"['yahi', 'pahan', 'k', 'fifa', 'world', 'cup', 'me', 'khel', 'sakti', 'ho', 'kya']"
561,"['jo', 'log', 'hijab', 'pahan', 'kr', 'football', 'khel', 'rhe', 'hai', 'aapko', 'toh', 'fifa', 'me', 'urana', 'hoga', 'kya', 'krogi']"
562,"['fifa', 'world', 'cup', 'main', 'khel', 'ke', 'phir', 'toh']"
563,"['khaala', 'fifa', 'tum', 'jakar', 'khel', 'lo', 'jo', 'bhi', 'phen', 'kar', 'khelogi', 'us', 'ka', 'swagat', 'hai']"
565,"['fifa', 'khel', 'li', 'aaj', 'bc', 'nostalgia', 'hitting', 'hard']"
566,"['haan', 'thoda', 'fifa', 'khel', 'lete', 'hain', 'real', 'life', 'mein', 'bhi']"
567,"['goal', 'chances', 'kis', 'm', 'hoty', 'cricket', 'm', 'fifa', 'khel', 'rha', 'tha']"
568,"['arre', 'i', 'disagree', 'with', 'some', 'here', 'but', 'why', 'compare', 'to', 'only', 'bhogle', 'sir', 'said', 'easiest', 'time', 'in', 'history', 'sr', 'pehle', 'hun', 'test', 'cricket', 'main', 'kaunsa', 'fifa', 'world', 'cup', 'khel', 'rahe', 'the', 'great', 'sides', 'at', 'a', 'time']"
569,"['kahan', 'fifa', 'ke', 'sheh', 'savar', 'aaj', 'wordle', 'khel', 'rahe', 'hain']"
570,"['jai', 'dit', 'yen', 'a', 'bcp', 'l', 'sur', 'twitter', 'ya', 'bcp', 'de', 'gens', 'qui', 'disent', 'khelsinge', 'etc', 'c', 'tout', 'twitter', 'sa', 'chambre', 'bcp', 'c', 'comme', 'a', 'a', 'chambre', 'le', 'psg', 'sa', 'chambre', 'des', 'joueurs', 'si', 'tu', 'joue', 'a', 'fifa', 'contre', 'un', 'pote', 'y', 'va', 'te', 'chambrer', 'c', 'le', 'jeux']"
571,"['jsuis', 'avec', 'un', 'indien', 'et', 'un', 'khel', 'de', 'liverpool', 'jleur', 'lave', 'les', 'fesses', 'sur', 'fifa']"
572,"['apan', 'toh', 'fifa', 'khel', 'lenge']"
573,"['my', 'god', 'bruno', 'gandu', 'fifa', 'khel', 'rha', 'hai', 'kia']"
574,"['fifa', 'khel', 'lenge', 'bore', 'ni', 'hoge']"
575,"['chelsea', 'is', 'very', 'good', 'in', 'fifa', 'isiliye', 'yeh', 'career', 'khel', 'raha', 'hu']"
576,"['fifa', 'mein', 'kaise', 'khel', 'sakte', 'hai', 'world', 'cup']"
577,"['fifa', 'nhi', 'khel', 'rhe', 'bhai', 'm', 'duba', 'ke', 'behte', 'h']"
578,"['fifa', 'kabhi', 'bhi', 'khel', 'sakta', 'hai', 'par', 'bgis', 'nahiremember', 'that', 'choose', 'wisely']"
579,"['phone', 'pe', 'khel', 'le', 'pes', 'khel', 'le', 'basic', 'knowledge', 'mil', 'jayega', 'mai', 'bhi', 'kabhi', 'bada', 'fifa', 'kuh', 'khela', 'nahi', 'pc', 'mai', 'sirf', 'fifa', 'khela', 'tha', 'kuch', 'din', 'ke', 'liye']"
581,"['bots', 'ke', 'sath', 'fifa', 'khel', 'khel', 'ke', 'thak', 'gaya', 'hun', 'baas', 'jaldi', 'shadi', 'ho', 'meri', 'phir', 'houga', 'na', 'match']"
582,"['aaiyo', 'fir', 'pubg', 'ya', 'new', 'state', 'mein', 'tu', 'akela', 'nhi', 'feel', 'karega', 'also', 'fifanbapokemon', 'unite', 'vagere', 'bhi', 'khel', 'leta', 'hun', 'tu', 'bas', 'game', 'ka', 'naam', 'bata', 'dena', 'jo', 'bhi', 'khel', 'ter', 'saath', 'khelunga']"
583,"['st', 'wala', 'best', 'ha', 'bro', 'lcd', 'udher', 'he', 'theek', 'ha', 'kuan', 'ka', 'wo', 'kaal', 'ko', 'ospar', 'console', 'laga', 'ka', 'fifa', 'khel', 'sakta', 'or', 'wo', 'couches', 'sahi', 'rahaien', 'gein', 'table', 'ka', 'oper', 'faida', 'nahi', 'led', 'ka', 'already', 'monitors', 'hein']"
585,"['jhoot', 'group', 'pe', 'bola', 'fifa', 'khel', 'rha', 'tha', 'dal', 'me', 'kuch', 'kala', 'hai', 'daya']"
586,"['fifa', 'khel', 'raha', 'hai']"
587,"['nah', 'im', 'happy', 'with', 'my', 'fifa', 'and', 'cricket', 'us', 'time', 'fifa', 'mein', 'player', 'khel', 'sakhte', 'thy', 'ek', 'mouse', 'se', 'aur', 'ek', 'keyboard', 'se', 'wo', 'cheez', 'he', 'alag', 'thi']"
588,"['abey', 'halat', 'dekh', 'ja', 'fifa', 'khel']"
589,"['bro', 'normally', 'a', 'dm', 'plays', 'in', 'central', 'thats', 'why', 'they', 'are', 'called', 'cdm', 'bhai', 'fifa', 'khel', 'le', 'usme', 'dikh', 'jayega', 'players', 'ke', 'positions', 'kante', 'ka', 'hein', 'dekh', 'le']"
590,"['bhaiyato', 'penaldo', 'and', 'portugal', 'pehle', 'fifa', 'world', 'cup', 'ke', 'liye', 'qualify', 'krlo', 'nhi', 'toh', 'khel', 'bhi', 'paaoge', 'qatar', 'world', 'cup']"
591,"['zyaada', 'fifa', 'khel', 'li', 'shayad', 'bichara', 'haggu', 'kab', 'tak', 'atyachar', 'sehta', 'rahega', 'har', 'baar', 'bichare', 'haggu', 'ko', 'laat', 'maarke', 'mars', 'pohocha', 'dete', 'ho', 'jokes', 'apart', 'yeh', 'diss', 'kitnaaa', 'sahi', 'thahaginder', 'ki', 'kehke', 'le', 'li', 'vaiii', 'you', 'best']"
592,"['fifa', 'khel', 'le', 'ek', 'bar', 'ke', 'liye', 'atleast', 'position', 'dekh', 'le']"
593,"['kia', 'kehte', 'ho', 'guys', 'raat', 'kaali', 'kar', 'ke', 'kam', 'karun', 'ya', 'fifa', 'khel', 'ke', 'sojaun']"
594,"['haan', 'seriously', 'like', 'mazedar', 'sa', 'ho', 'kuch', 'per', 'din', 'say', 'fifa', 'khel', 'raha', 'hun', 'ab', 'need', 'something', 'real']"
595,"['apka', 'best', 'fifa', 'player', 'of', 'pakistan', 'kahan', 'hay', 'wo', 'nai', 'khel', 'raha']"
596,"['valtteri', 'bottas', 'takes', 'pole', 'neeraj', 'chopra', 'others', 'receive', 'khel', 'ratna', 'award', 'france', 'belgium', 'qualify', 'for', 'fifa', 'world', 'cup', 'carlos', 'alcaraz', 'wins', 'gen', 'next', 'atp', 'finals', 'crown', 'all', 'this', 'and', 'more', 'in', 'our']"
597,"['nah', 'bhai', 'ab', 'csgo', 'and', 'fifa', 'khel', 'raha', 'hu', 'next', 'bf']"
598,"['mian', 'fifa', 'he', 'khel', 'letey']"
599,"['bhai', 'srk', 'ko', 'srketh', 'gift', 'krna', 'hai', 'metamask', 'set', 'up', 'kra', 'do', 'unka', 'fifa', 'bhi', 'khel', 'aana']"
600,"['abhi', 'bhi', 'khel', 'raha', 'hai', 'mf', 'was', 'relevant', 'in', 'fifa', 'lol']"
601,"['pak', 'gaya', 'hu', 'bhai', 'fifa', 'khel', 'khel', 'ke', 'kab', 'aayega', 'fifa', 'ka', 'crack']"
602,"['kabhi', 'kabhi', 'samaz', 'me', 'nhi', 'ata', 'hamara', 'club', 'real', 'life', 'me', 'he', 'ya', 'fir', 'fifa', 'ka', 'career', 'mode', 'khel', 'raha', 'he']"
604,"['fifa', 'khelien', 'gye', 'wo', 'r', 'interesting', 'ye', 'ek', 'sth', 'ni', 'khel', 'skte']"
605,"['congratulations', 'to', 'be', 'honored', 'with', 'the', 'khel', 'ratna', 'award', 'a', 'lot', 'of', 'credit', 'goes', 'to', 'you', 'for', 'the', 'rise', 'of', 'and', 'i', 'have', 'a', 'feeling', 'that', 'we', 'will', 'be', 'competing', 'at', 'fifa', 'world', 'cup', 'in', 'the', 'next', 'decade', 'soon', 'keep', 'up', 'the', 'spirit', 'keep', 'the', 'flame', 'burning']"
606,"['sunil', 'chhetri', 'to', 'be', 'honored', 'with', 'india', 'most', 'prestigious', 'sports', 'award', 'major', 'dhyan', 'chand', 'khel', 'ratna', 'he', 'will', 'become', 'the', 'first', 'indian', 'football', 'player', 'to', 'receive', 'this', 'honorable', 'award']"
607,"['agenda', 'suit', 'karne', 'kuch', 'bhi', 'bolenge', 'cricket', 'wale', 'bhi', 'zyaada', 'fifa', 'khel', 'rhe', 'hai', 'rohit', 'old', 'ho', 'gaya', 'abb', 'aisa', 'bol', 'rhe', 'hai', 'when', 'in', 'reality', 'is', 'has', 'looked', 'better', 'than', 'ever']"
608,"['english', 'team', 'bhi', 'better', 'ho', 'rhii', 'hai', 'fifa', 'world', 'cup', 'semi', 'finals', 'or', 'euro', 'cup', 'finals', 'english', 'players', 'bade', 'players', 'ke', 'saath', 'khel', 'rahe', 'hn', 'premier', 'league', 'mei', 'yaha', 'bcci', 'should', 'allow', 'indian', 'players', 'to', 'play', 'other', 'leagues', 'as', 'well', 'yaha', 'alag', 'hi', 'hai', 'bcci', 'corrupt', 'hai', 'same', 'with', 'ecb', 'and', 'ca']"
609,"['yaar', 'ye', 'badi', 'sahi', 'baat', 'ki', 'tmne', 'ab', 'to', 'taras', 'aata', 'hai', 'movile', 'me', 'fifa', 'cricket', 'khel', 'rhe', 'aur', 'hum', 'to', 'bhai', 'mauka', 'milte', 'aaj', 'b', 'bhaag', 'jaege', 'khelne']"
610,"['mein', 'ja', 'k', 'fifa', 'khel', 'raha', 'ho', 'mujhse', 'match', 'nahe', 'dekha', 'ja', 'raha']"
612,"['teri', 'night', 'watchman', 'ki', 'duty', 'hai', 'ab', 'bsdk', 'fifa', 'math', 'khel']"
613,"['taaki', 'tanmay', 'bhatt', 'se', 'fifa', 'khel', 'sake']"
614,"['india', 'me', 'abhi', 'itna', 'achha', 'football', 'khelte', 'nhi', 'h', 'na', 'isliye', 'jab', 'fifa', 'wc', 'khel', 'lenge', 'tab', 'dekhna', 'hype']"
616,"['fifa', 'khel', 'raha', 'hoga']"
617,"['bc', 'tu', 'fifa', 'khel', 'raha', 'hota', 'hai', 'saari', 'tayari', 'kar', 'betha']"
618,"['is', 'kid', 'in', 'front', 'of', 'lord', 'ayush', 'sharma', 'acting', 'wait', 'for', 'antim', 'lord', 'ayush', 'sharma', 'will', 'win', 'national', 'award', 'oscar', 'award', 'nobel', 'prize', 'unesco', 'award', 'bharat', 'ratna', 'param', 'veer', 'chakra', 'rajeev', 'gandhi', 'khel', 'ratna', 'fifa', 'award', 'n', 'all', 'awards', 'vicky', 'will', 'get', 'zee', 'cine', 'award', 'only']"
619,"['jaa', 'ke', 'fifa', 'khel']"
620,"['abhi', 'hum', 'fifa', 'khel', 'rahy', 'hain']"
621,"['sir', 'hum', 'shrilanka', 'jaisi', 'team', 'per', 'goal', 'nhi', 'kar', 'pa', 'rhe', 'jiski', 'rank', 'hai', 'kya', 'future', 'hai', 'indian', 'football', 'team', 'ka', 'aise', 'to', 'hum', 'sir', 'salo', 'me', 'fifa', 'world', 'cup', 'nahin', 'khel', 'payenge']"
622,"['itna', 'khush', 'tha', 'ki', 'fifa', 'khel', 'ke', 'thoda', 'pel', 'diya', 'couldnt', 'have', 'asked', 'for', 'a', 'better', 'pujo', 'thank', 'you', 'for', 'giving', 'it', 'all']"
623,"['woh', 'hotel', 'me', 'fifa', 'khel', 'raha', 'hai']"
625,"['bro', 'fifa', 'khel', 'leta', 'hoon', 'bas', 'lol']"
626,"['pata', 'nahi', 'kesi', 'game', 'hai', 'mein', 'nathan', 'drake', 'collection', 'khel', 'rha', 'an', 'air', 'fifa']"
627,"['fifa', 'khel', 'lo', 'ya', 'konsa', 'difference', 'hai', 'ye', 'bata', 'do']"
628,"['aao', 'fraands', 'fifa', 'khel', 'lo']"
629,"['bahi', 'tu', 'ipl', 'dekh', 'fifa', 'khel', 'tera', 'itna', 'hi', 'level', 'hai']"
630,"['bhai', 'tu', 'k', 'sath', 'catch', 'catch', 'khel', 'letab', 'v', 'views', 'ayenge', 'jokes', 'apartu', 'reone', 'of', 'my', 'fav', 'streamers', 'aur', 'bhai', 'fifa', 'or', 'pes', 'kuch', 'kheldeefootball', 'has', 'launchedso', 'do', 'check', 'it', 'out', 'please', 'it', 'next', 'level']"
631,"['oyeee', 'haa', 'fifa', 'ya', 'cricket', 'khel', 'skteee']"
632,"['aap', 'khel', 'lo', 'aap', 'ko', 'maza', 'aayega', 'khelne', 'mein', 'to', 'humein', 'to', 'aana', 'hi', 'hai', 'fifa', 'letsgoo']"
633,"['sir', 'fifa', 'khel', 'lo', 'please', 'sir', 'maja', 'aa', 'jaayega']"
634,"['lag', 'rha', 'hai', 'iss', 'bar', 'to', 'ne', 'saab', 'k', 'sath', 'ps', 'pr', 'fifa', 'khel', 'hi', 'lia', 'hoga']"
635,"['asphalt', 'fifa', 'mobile', 'pes', 'yai', 'saabasphalt', 'bhi', 'khel', 'sakte', 'ho']"
636,"['i', 'cant', 'play', 'football', 'anymore', 'so', 'fifa', 'khel', 'k', 'maan', 'bhar', 'leti', 'hoo', 'baki', 'i', 'can', 'beat', 'ppl', 'in', 'other', 'games', 'too', 'be', 'it', 'mortal', 'kombat', 'or', 'injustice', 'or', 'wwe']"
637,"['abhi', 'bhi', 'mein', 'fifa', 'hin', 'khel', 'raha', 'hun']"
638,"['tujhe', 'uss', 'se', 'bhi', 'ni', 'padega', 'ur', 'that', 'downbad', 'jaa', 'fifa', 'khel']"
639,"['fifa', 'khel', 'raha', 'mai', 'ye', 'bhi', 'try', 'karta', 'pes']"
